Date,Date (text),Title,Presented by,Summary,Video URL,Video ID,Duration (min),Views,Views (text),Likes,Subscribers,Published (relative),Duration (text),Category,Tags,Channel,Is Live,Description excerpt
2023-01-31,"Jan 31, 2023",Unlocking ancient secrets with AI,AI,AI is transforming historical research in profound ways. It aids in unlocking secrets contained in centuries-old documents and enabling technological and historical analysis at a level not previously thought possible.,https://www.youtube.com/watch?v=YVWafAC9h3g,YVWafAC9h3g,0.77,159,159 views,2,20.6K subscribers,3 years ago,0:46,,,IndiaAI,False,AI is transforming historical research in profound ways. It aids in unlocking secrets contained in centuries-old documents and enabling technological and historical analysis at a level not previously thought possible.
2023-01-31,"Jan 31, 2023",Microsoft research project helps languages survive and thrive,IndiaAI,"A handful of researchers at the Microsoft Research (MSR) lab in India have been working toward creating digital ecosystems for languages, like Mundari, that don’t have enough presence in the digital world.",https://www.youtube.com/watch?v=TpL-sLLM5Y0,TpL-sLLM5Y0,0.63,63,63 views,1,20.6K subscribers,3 years ago,0:38,,,IndiaAI,False,"A handful of researchers at the Microsoft Research (MSR) lab in India have been working toward creating digital ecosystems for languages, like Mundari, that don’t have enough presence in the digital world."
2023-01-31,"Jan 31, 2023",Robot lawyer: an AI-powered robot defends a human in court,IndiaAI,"AI-powered ""world's first robot lawyer"" defends a person in court regarding a traffic ticket.",https://www.youtube.com/watch?v=jAyERBmbxkc,jAyERBmbxkc,0.67,104,104 views,1,20.6K subscribers,3 years ago,0:40,,,IndiaAI,False,"AI-powered ""world's first robot lawyer"" defends a person in court regarding a traffic ticket."
2023-01-18,"Jan 18, 2023",What is all the fuzz about ChatGPT?,IndiaAI,"OpenAI, an AI research company, recently announced ChatGPT, a prototype dialogue-based AI chatbot capable of understanding natural language and responding in natural language. The phototype took the internet by storm and has already crossed more than one million users.",https://www.youtube.com/watch?v=qQ526yvLfEs,qQ526yvLfEs,0.53,400,400 views,0,20.6K subscribers,3 years ago,0:32,,,IndiaAI,False,"OpenAI, an AI research company, recently announced ChatGPT, a prototype dialogue-based AI chatbot capable of understanding natural language and responding in natural language. The phototype took the internet by storm and..."
2023-01-06,"Jan 6, 2023",Bengaluru traffic police introduce AI-enabled traffic management system,IndiaAI,The special commissioner of police stated that the objective is to automatically detect traffic violations in a contactless manner and send auto-generated challans to the violators with minimum human interventions. The ITMS employs AI and ML to detect traffic violations automatically.,https://www.youtube.com/watch?v=rJItyObipD8,rJItyObipD8,0.63,538,538 views,6,20.6K subscribers,3 years ago,0:38,,,IndiaAI,False,The special commissioner of police stated that the objective is to automatically detect traffic violations in a contactless manner and send auto-generated challans to the violators with minimum human interventions. The I...
2022-12-14,"Dec 14, 2022",AI Pe Charcha - Leveraging Data for Artificial Intelligence,IndiaAI,"While India’s open data efforts are amplifying, so is the potential of AI and other data-based emerging technologies to create large-scale social transformation. However, often these technologies require access to detailed datasets not available under open access.",https://www.youtube.com/watch?v=-TivVP0ZpqY,-TivVP0ZpqY,50.4,368,368 views,6,20.6K subscribers,3 years ago,50:24,,,IndiaAI,False,"While India’s open data efforts are amplifying, so is the potential of AI and other data-based emerging technologies to create large-scale social transformation. However, often these technologies require access to detail..."
2022-12-14,"Dec 14, 2022",BotHard: India's first AI rapper,IndiaAI,"The rapper is a combination of AI and the rhyming sensibilities of hip-hop music. The AI rapper is considered a revolutionary tech innovation as it breaks new ground across music, entertainment and technology and provides a first-of-its-kind consumer engagement experience for fans.",https://www.youtube.com/watch?v=EgpuyPsYCTU,EgpuyPsYCTU,0.68,222,222 views,6,20.6K subscribers,3 years ago,0:41,,,IndiaAI,False,"The rapper is a combination of AI and the rhyming sensibilities of hip-hop music. The AI rapper is considered a revolutionary tech innovation as it breaks new ground across music, entertainment and technology and provide..."
2022-12-14,"Dec 14, 2022","Brazil to win the world cup, 2022: AI predicts",IndiaAI,"With the excitement of the world cup in the air, winner predictions are found everywhere. From Nelly, the elephant, and Madame Shiva, the guinea pig, to Paul the Octopus- the fortune-telling abilities of animals have left us speechless many times in the previous world cups.",https://www.youtube.com/watch?v=pI30t5HKaEo,pI30t5HKaEo,0.65,22,22 views,1,20.6K subscribers,3 years ago,0:39,,,IndiaAI,False,"With the excitement of the world cup in the air, winner predictions are found everywhere. From Nelly, the elephant, and Madame Shiva, the guinea pig, to Paul the Octopus- the fortune-telling abilities of animals have lef..."
2022-12-14,"Dec 14, 2022",Preserving cultural heritage using AI,IndiaAI,"In 2015, a team at Google tested neural networks on their ability to create images independently. Then the AI networks were trained using a database of a large number of different pictures.",https://www.youtube.com/watch?v=AX09dm8RQBY,AX09dm8RQBY,0.68,489,489 views,13,20.6K subscribers,3 years ago,0:41,,,IndiaAI,False,"In 2015, a team at Google tested neural networks on their ability to create images independently. Then the AI networks were trained using a database of a large number of different pictures. However, when the machine was ..."
2022-12-13,"Dec 13, 2022",AI designs a tennis racket with a modern twist,a modern twist,The tennis game was developed from a 12th-century French handball game called “Paume” (palm). The game became very popular in France and was adopted by the royal family.,https://www.youtube.com/watch?v=AhfX9nY5o_A,AhfX9nY5o_A,0.63,590,590 views,5,20.6K subscribers,3 years ago,0:38,,,IndiaAI,False,"The tennis game was developed from a 12th-century French handball game called “Paume” (palm). The game became very popular in France and was adopted by the royal family. However, tennis rackets weren’t used until around ..."
2022-12-13,"Dec 13, 2022",India to assume the Council Chair of Global Partnership on AI (GPAI),IndiaAI,"India to assume as the Chair of the Global Partnership on Artificial Intelligence (GPAI), an international initiative to support responsible and human-centric development and use of Artificial Intelligence (AI).",https://www.youtube.com/watch?v=QGK6hfZMfQI,QGK6hfZMfQI,0.77,81,81 views,1,20.6K subscribers,3 years ago,0:46,,,IndiaAI,False,"India to assume as the Chair of the Global Partnership on Artificial Intelligence (GPAI), an international initiative to support responsible and human-centric development and use of Artificial Intelligence (AI)."
2022-12-07,"Dec 7, 2022",INDIAai in conversation with Avik Sarkar,Avik Sarkar,"Sarkar is a TEDx speaker and has been nominated among the ""Top 10 Data Scientists in India"" in 2017 by the Analytics India Magazine and nominated as ""LinkedIn Influencer"" in the Technology space in 2015 for contribution and engaging discussions on the LinkedIn platform in areas related of Big Data, Artificial...",https://www.youtube.com/watch?v=TIr4sIDG-Oc,TIr4sIDG-Oc,36.72,71,71 views,2,20.6K subscribers,3 years ago,36:43,,,IndiaAI,False,"Dr. Sarkar is a TEDx speaker and has been nominated among the ""Top 10 Data Scientists in India"" in 2017 by the Analytics India Magazine and nominated as ""LinkedIn Influencer"" in the Technology space in 2015 for contribut..."
2022-11-11,"Nov 11, 2022",Indian artist explores ancient India and Indian culture using AI,IndiaAI,Indian temples are known to instigate the best of architecture. It carries stories of generations and is a fascination for many.,https://www.youtube.com/watch?v=8NjbNPfP7aM,8NjbNPfP7aM,0.8,904,904 views,9,20.6K subscribers,3 years ago,0:48,,,IndiaAI,False,"Indian temples are known to instigate the best of architecture. It carries stories of generations and is a fascination for many. So, when AI predictions, such as the Last selfie on earth and the AI project series 'As if ..."
2022-11-11,"Nov 11, 2022",India will lead the healthcare market of emerging countries,IndiaAI,"The analysis stated that the 'AI expenditure in India increased by over 109% in 2018, totaling $665 million and is expected to reach $11.78 billion by 2025, adding $1 trillion to India's economy by 2035'.",https://www.youtube.com/watch?v=hJc8t3xxqCc,hJc8t3xxqCc,0.73,29,29 views,3,20.6K subscribers,3 years ago,0:44,,,IndiaAI,False,"The analysis stated that the 'AI expenditure in India increased by over 109% in 2018, totaling $665 million and is expected to reach $11.78 billion by 2025, adding $1 trillion to India's economy by 2035'."
2022-11-11,"Nov 11, 2022",Lack of AI policies in education is a significant challenge for India,IndiaAI,"While UNESCO acknowledges the immense opportunities that AI holds for the 2030 agenda for Sustainable Development, the organization also maintains that it is essential to tackle the ethical issues related to AI head-on as a part of UNESCO’s overall effort to reduce inequalities in access to knowledge and research.",https://www.youtube.com/watch?v=2bibdM8Q1A4,2bibdM8Q1A4,0.82,21,21 views,1,20.6K subscribers,3 years ago,0:49,,,IndiaAI,False,"While UNESCO acknowledges the immense opportunities that AI holds for the 2030 agenda for Sustainable Development, the organization also maintains that it is essential to tackle the ethical issues related to AI head-on a..."
2022-11-11,"Nov 11, 2022",India’s step to safe adventure sports,IndiaAI,"Over the years, the number of extreme adventure sports in India has been on the rise. However, the quality and safety of these places are under debate.",https://www.youtube.com/watch?v=YUt7zpsxvYc,YUt7zpsxvYc,0.8,24,24 views,1,20.6K subscribers,3 years ago,0:48,,,IndiaAI,False,"Over the years, the number of extreme adventure sports in India has been on the rise. However, the quality and safety of these places are under debate. Accidents and loss of life of the adventurers have raised more than ..."
2022-11-11,"Nov 11, 2022",30 lakh Indian civil servants will be trained in AI and other emerging technologies,IndiaAI,"Jitendra Singh said there are 25 Central Training Institutions, 33 State level Administrative Training Institutions, and other civil service training institutions, the Capacity Building Commission and the Wadhwani Institute of Technology and Policy (WITP) will jointly achieve this noble mission.",https://www.youtube.com/watch?v=b8kbVuF-ujo,b8kbVuF-ujo,0.75,41,41 views,2,20.6K subscribers,3 years ago,0:45,,,IndiaAI,False,"Dr. Jitendra Singh said there are 25 Central Training Institutions, 33 State level Administrative Training Institutions, and other civil service training institutions, the Capacity Building Commission and the Wadhwani In..."
2022-10-28,"Oct 28, 2022",Shalini Kapoor on Reimagining Organizations in the Age of AI,IndiaAI,"Shalini Kapoor is currently the Chief Technologist , Public Sector at AWS. Shalini, formerly an IBM Fellow and CTO for AI Applications, is a technologist, whose path breaking technological solutions have launched global businesses and she now focuses on tech for impact to the billions.",https://www.youtube.com/watch?v=fcVsXJYjc5s,fcVsXJYjc5s,23.4,289,289 views,1,20.6K subscribers,3 years ago,23:24,,,IndiaAI,False,"Shalini Kapoor is currently the Chief Technologist , Public Sector at AWS. Shalini, formerly an IBM Fellow and CTO for AI Applications, is a technologist, whose path breaking technological solutions have launched global ..."
2022-10-24,"Oct 24, 2022",NASSCOM RESPONSIBLE AI RESOURCE KIT,IndiaAI,The Responsible AI Resource Kit is the culmination of a joint collaboration between NASSCOM and leading industry partners to seed the adoption of responsible AI at scale. The Resource Kit comprises sector-agnostic tools and guidance to enable businesses to leverage AI to grow and scale with confidence by...,https://www.youtube.com/watch?v=gRDHHOSiQwY,gRDHHOSiQwY,1.02,158,158 views,4,20.6K subscribers,3 years ago,1:01,,,IndiaAI,False,The Responsible AI Resource Kit is the culmination of a joint collaboration between NASSCOM and leading industry partners to seed the adoption of responsible AI at scale. The Resource Kit comprises sector-agnostic tools ...
2022-10-12,"Oct 12, 2022",AI humanoids can now play football with ML,ML,"Science Robotics journal published the results, including the endearing videos of the AI mannequins taking their newfound skills into the pitch.",https://www.youtube.com/watch?v=K7XEg3hpKS8,K7XEg3hpKS8,0.97,48,48 views,2,20.6K subscribers,3 years ago,0:58,,,IndiaAI,False,"Science Robotics journal published the results, including the endearing videos of the AI mannequins taking their newfound skills into the pitch."
2022-10-12,"Oct 12, 2022",Google's AI model can fetch a soda on command,IndiaAI,"The model is an AI breakthrough that leads the path to multipurpose robots as easy to control as ones that perform single, structured tests such as vacuuming or standing guard.",https://www.youtube.com/watch?v=lKwf5O9L8DI,lKwf5O9L8DI,0.82,66,66 views,2,20.6K subscribers,3 years ago,0:49,,,IndiaAI,False,"The model is an AI breakthrough that leads the path to multipurpose robots as easy to control as ones that perform single, structured tests such as vacuuming or standing guard."
2022-10-12,"Oct 12, 2022",Tamil Nadu to use AI to reduce elephant deaths on railway tracks,IndiaAI,"IANS stated that to conserve wild elephants, the Tamil Nadu Forest Department is now seeking the help of AI.",https://www.youtube.com/watch?v=NnTioxF_WIk,NnTioxF_WIk,0.92,416,416 views,1,20.6K subscribers,3 years ago,0:55,,,IndiaAI,False,"IANS stated that to conserve wild elephants, the Tamil Nadu Forest Department is now seeking the help of AI."
2022-10-12,"Oct 12, 2022","AI predicts what Princess Diana, Michael Jackson and John Lennon would look like in 2022",IndiaAI,"Among those included are Diana, Princess of Wales of the British Royal family; Beatles vocalist and songwriter John Lennon; Pop icon Michael Jackson; lead singer of the English pop band Freddie Mercury, Singer and songwriter Elvis Presley and American rapper Tupac.",https://www.youtube.com/watch?v=Ag9j7ZH4PIU,Ag9j7ZH4PIU,0.83,255,255 views,0,20.6K subscribers,3 years ago,0:50,,,IndiaAI,False,"Among those included are Diana, Princess of Wales of the British Royal family; Beatles vocalist and songwriter John Lennon; Pop icon Michael Jackson; lead singer of the English pop band Freddie Mercury, Singer and songwr..."
2022-10-12,"Oct 12, 2022",Indian Navy's AI strategies to dominate geopolitics,IndiaAI,"To improve the war capabilities of the Indian Navy with the resilient indigenous technological ecosystem, INIP (Indian Naval Indigenization Plan) 2015-2030 is formulated to upgrade to high-end technologies.",https://www.youtube.com/watch?v=mqk4JfsocgI,mqk4JfsocgI,0.9,198,198 views,2,20.6K subscribers,3 years ago,0:54,,,IndiaAI,False,"To improve the war capabilities of the Indian Navy with the resilient indigenous technological ecosystem, INIP (Indian Naval Indigenization Plan) 2015-2030 is formulated to upgrade to high-end technologies."
2022-09-08,"Sep 8, 2022",Analyzing Braina - An intelligent personal assistant,IndiaAI,This Windows PC software allows interactions using voice commands in most languages. It accurately converts speech to text in over one hundred languages.,https://www.youtube.com/watch?v=S6LjG_8ODFE,S6LjG_8ODFE,0.83,862,862 views,5,20.6K subscribers,3 years ago,0:50,,,IndiaAI,False,This Windows PC software allows interactions using voice commands in most languages. It accurately converts speech to text in over one hundred languages. Braina enables you to carry out daily tasks. Braina was named one ...
2022-09-08,"Sep 8, 2022",Hybrid AI beats eight world champions at the bridge,IndiaAI,Bridge is a card game that demands cooperation and sly communication. One might believe these are matters beyond the reach of a machine.,https://www.youtube.com/watch?v=9bEsvJMZQiY,9bEsvJMZQiY,0.72,24,24 views,1,20.6K subscribers,3 years ago,0:43,,,IndiaAI,False,"Bridge is a card game that demands cooperation and sly communication. One might believe these are matters beyond the reach of a machine. But it is not. A French startup, NukkAI's bridge-playing AI outplayed eight bridge ..."
2022-09-08,"Sep 8, 2022",Columbia engineers build a robot that understands itself,IndiaAI,"Columbia Engineering team's novel robot can learn about its entire body without human assistance. The robot created a kinematic model of itself and used its self-model to plan motion, reach goals and avoid obstacles.",https://www.youtube.com/watch?v=4B66FnyE6ZM,4B66FnyE6ZM,0.77,41,41 views,3,20.6K subscribers,3 years ago,0:46,,,IndiaAI,False,"Columbia Engineering team's novel robot can learn about its entire body without human assistance. The robot created a kinematic model of itself and used its self-model to plan motion, reach goals and avoid obstacles. Mod..."
2022-09-08,"Sep 8, 2022",AI can now recreate any celebrity makeup look,IndiaAI,"AI lets you instantly see how you'd look wearing the makeup of your favorite celebrity. A Tel Aviv-based startup, 'Mistrix', applies a hyper-realistic digital filter.",https://www.youtube.com/watch?v=R2sLpYYVW8k,R2sLpYYVW8k,0.62,39,39 views,1,20.6K subscribers,3 years ago,0:37,,,IndiaAI,False,"AI lets you instantly see how you'd look wearing the makeup of your favorite celebrity. A Tel Aviv-based startup, 'Mistrix', applies a hyper-realistic digital filter. It identifies which beauty merchandise to use across ..."
2022-09-08,"Sep 8, 2022",Can AI aid in the study of non-human languages?,IndiaAI,Research studying the animal world is several. But what is the role of AI in it?,https://www.youtube.com/watch?v=s6XJKYKIC0U,s6XJKYKIC0U,0.77,20,20 views,0,20.6K subscribers,3 years ago,0:46,,,IndiaAI,False,"Research studying the animal world is several. But what is the role of AI in it? Earth of Species Project (ESP), a non-profit, attempts to protect various species using AI. A group of researchers at MIT and Google applie..."
2022-08-17,"Aug 17, 2022",Thinkerbell Labs,IndiaAI,Thinkerbell Labs is breaking the barriers to education. Watch how ANNIE is Bridging the gap for the visually impaired with AI.,https://www.youtube.com/watch?v=hXpsLrJ945M,hXpsLrJ945M,0.73,182,182 views,4,20.6K subscribers,3 years ago,0:44,,,IndiaAI,False,Thinkerbell Labs is breaking the barriers to education. Watch how ANNIE is Bridging the gap for the visually impaired with AI.
2022-08-17,"Aug 17, 2022",Happiness Story,IndiaAI,Harvard researchers have found the shortest path to human happiness. Here is how you lead a happy life with AI.,https://www.youtube.com/watch?v=0cxnLpB0WD0,0cxnLpB0WD0,0.77,24,24 views,2,20.6K subscribers,3 years ago,0:46,,,IndiaAI,False,Harvard researchers have found the shortest path to human happiness. Here is how you lead a happy life with AI.
2022-08-17,"Aug 17, 2022",Irena Story,IndiaAI,AI is conquering novel spheres. Belarusian Irena Mihalkovich blends Indian classical dance with AI!,https://www.youtube.com/watch?v=Af1kYLUeOWw,Af1kYLUeOWw,0.6,184,184 views,4,20.6K subscribers,3 years ago,0:36,,,IndiaAI,False,AI is conquering novel spheres. Belarusian Irena Mihalkovich blends Indian classical dance with AI! Watch this video to learn how.
2022-08-16,"Aug 16, 2022",AI Composers,IndiaAI,"With AI composers, we now live in the golden age of music. Watch this video that explores the creative side of AI.",https://www.youtube.com/watch?v=vyIHqAZXYFo,vyIHqAZXYFo,0.57,23,23 views,0,20.6K subscribers,3 years ago,0:34,,,IndiaAI,False,"With AI composers, we now live in the golden age of music. Watch this video that explores the creative side of AI."
2022-08-16,"Aug 16, 2022",Morti: The robot dog that learned to walk in an hour,IndiaAI,"Researchers at Germany's Max Planck Institute for Intelligent Systems (MPI-IS) have made a robot dog that can learn to walk on all fours in about an hour. In the same way that newborn animals quickly learn to stand on their own feet after birth, a robot dog taught itself to walk in just one hour.",https://www.youtube.com/watch?v=IKHFDzaTWR8,IKHFDzaTWR8,0.62,90,90 views,0,20.6K subscribers,3 years ago,0:37,,,IndiaAI,False,Researchers at Germany's Max Planck Institute for Intelligent Systems (MPI-IS) have made a robot dog that can learn to walk on all fours in about an hour. In the same way that newborn animals quickly learn to stand on th...
2022-08-16,"Aug 16, 2022",This 16-year-old girl builds an AI model for healthy living,IndiaAI,Puhabi built an AI model collecting real-time data from her fellow mates. She named it AthleteX for Atmanirbhar Athlete.,https://www.youtube.com/watch?v=eduil1sbyfs,eduil1sbyfs,0.88,154,154 views,3,20.6K subscribers,3 years ago,0:53,,,IndiaAI,False,Puhabi built an AI model collecting real-time data from her fellow mates. She named it AthleteX for Atmanirbhar Athlete.
2022-08-16,"Aug 16, 2022","Nosh- The cooking robot, ready to assist you in the kitchen",IndiaAI,"With NOSH, cooking is child's play. The AI-based assistant, which rustles up in four easy steps, can prepare about 200 one-pot dishes.",https://www.youtube.com/watch?v=7Ceyr5WffNo,7Ceyr5WffNo,0.8,8522,"8,522 views",37,20.6K subscribers,3 years ago,0:48,,,IndiaAI,False,"With NOSH, cooking is child's play. The AI-based assistant, which rustles up in four easy steps, can prepare about 200 one-pot dishes."
2022-08-14,"Aug 14, 2022","Democratizing Healthcare with AI - Raghuram Lanka, Vice President & Head Jio Health, Jio Platforms",IndiaAI,"Overview video about: Democratizing Healthcare with AI - Raghuram Lanka, Vice President & Head Jio Health, Jio Platforms.",https://www.youtube.com/watch?v=7nso_2XTuMI,7nso_2XTuMI,27.05,245,245 views,8,20.6K subscribers,3 years ago,27:03,,,IndiaAI,False,
2022-07-25,"Jul 25, 2022",11-year-old Indian child prodigy earns 'youngest data scientist' title,IndiaAI,"While watching movies, some enjoy the storyline, while others enjoy the making. Young Veer Shandilya caught his attention in the technological aspect of fiction in Sci-fi movies.",https://www.youtube.com/watch?v=b9LEl8jwtVQ,b9LEl8jwtVQ,12.35,1011,"1,011 views",21,20.6K subscribers,3 years ago,12:21,,,IndiaAI,False,"While watching movies, some enjoy the storyline, while others enjoy the making. Young Veer Shandilya caught his attention in the technological aspect of fiction in Sci-fi movies. His interest paved the way to becoming th..."
2022-07-18,"Jul 18, 2022","Tackling the struggles of excess food waste, using AI",IndiaAI,"When you live in a densely populated county like India, it is not easy to skip sight of people who are starving. Did you know, that global food loss and waste amount to one-third of total food production?",https://www.youtube.com/watch?v=5YMxObIz0zQ,5YMxObIz0zQ,0.88,107,107 views,2,20.6K subscribers,3 years ago,0:53,,,IndiaAI,False,"When you live in a densely populated county like India, it is not easy to skip sight of people who are starving. Did you know, that global food loss and waste amount to one-third of total food production? It is heartbrea..."
2022-07-18,"Jul 18, 2022",Probing the principles of Psi-theory and AI,IndiaAI,The Psi theory of human action control is a contender for a cognitive architecture that addresses the problem of motivation and emotion's relationship with cognitive processes. MicroPsi is a cognitive modeling framework developed as an AI architecture based on this idea.,https://www.youtube.com/watch?v=uFZfz4zmp_o,uFZfz4zmp_o,0.75,178,178 views,1,20.6K subscribers,3 years ago,0:45,,,IndiaAI,False,The Psi theory of human action control is a contender for a cognitive architecture that addresses the problem of motivation and emotion's relationship with cognitive processes. MicroPsi is a cognitive modeling framework ...
2022-07-18,"Jul 18, 2022",Statistical learning in AI,IndiaAI,"Statistics is a type of numerical analysis that employs models, pictures, and diagrams that have been proven to work for a specific set of test data or real-world tests. Statistics looks at how to put together, audit, dissect, and make inferences from the information.",https://www.youtube.com/watch?v=JIz6WqC6wro,JIz6WqC6wro,0.68,337,337 views,2,20.6K subscribers,3 years ago,0:41,,,IndiaAI,False,"Statistics is a type of numerical analysis that employs models, pictures, and diagrams that have been proven to work for a specific set of test data or real-world tests. Statistics looks at how to put together, audit, di..."
2022-07-18,"Jul 18, 2022","Computation for Indian Language Technology, IIT Bombay",IndiaAI,IIT Bombay showcases their AI-powered Text-to-text and speech-to-speech machine translation system at the Digital India Week 2022. Watch for their innovation that will be effective in the Indian setting.,https://www.youtube.com/watch?v=cSMIsGpdJMY,cSMIsGpdJMY,0.98,43,43 views,0,20.6K subscribers,3 years ago,0:59,,,IndiaAI,False,IIT Bombay showcases their AI-powered Text-to-text and speech-to-speech machine translation system at the Digital India Week 2022. Watch for their innovation that will be effective in the Indian setting.
2022-07-18,"Jul 18, 2022",Awpara,IndiaAI,Content creators will be overjoyed to know about AWPARA's novel technology. This AR creation ensures advanced content creation is easily accessible on your mobile devices.,https://www.youtube.com/watch?v=ZKhK-A-UCoE,ZKhK-A-UCoE,0.8,130,130 views,3,20.6K subscribers,3 years ago,0:48,,,IndiaAI,False,Content creators will be overjoyed to know about AWPARA's novel technology. This AR creation ensures advanced content creation is easily accessible on your mobile devices.
2022-07-18,"Jul 18, 2022",JIO,IndiaAI,There are prior AI applications that the Indian agricultural economy is thankful for. Here is Jio's addition to data-driven agriculture.,https://www.youtube.com/watch?v=I_uNiCizOD8,I_uNiCizOD8,0.88,16,16 views,0,20.6K subscribers,3 years ago,0:53,,,IndiaAI,False,There are prior AI applications that the Indian agricultural economy is thankful for. Here is Jio's addition to data-driven agriculture.
2022-07-18,"Jul 18, 2022",Blue Brain Project: The world's first artificial brain,IndiaAI,The Blue Brain Project is a brain research program based in Switzerland that attempts to produce a computerized model of the mouse brain. The Brain and Mind Institute of the École Polytechnique Fédérale de Lausanne (EPFL) in Switzerland began the project in May 2005.,https://www.youtube.com/watch?v=TQfX6LrjoMU,TQfX6LrjoMU,0.67,2115,"2,115 views",27,20.6K subscribers,3 years ago,0:40,,,IndiaAI,False,The Blue Brain Project is a brain research program based in Switzerland that attempts to produce a computerized model of the mouse brain. The Brain and Mind Institute of the École Polytechnique Fédérale de Lausanne (EPFL...
2022-07-18,"Jul 18, 2022",Badminton AI coach and Radiology AI,IndiaAI,Here is a Game-changing player tracking and effective hemorrhage diagnosis with AI. This is set to transform the sports industry and the Indian healthcare system.,https://www.youtube.com/watch?v=UeptsxOhDFw,UeptsxOhDFw,0.77,199,199 views,1,20.6K subscribers,3 years ago,0:46,,,IndiaAI,False,Here is a Game-changing player tracking and effective hemorrhage diagnosis with AI. This is set to transform the sports industry and the Indian healthcare system.
2022-07-18,"Jul 18, 2022",AI to curb online child abuse,IndiaAI,"Most parents fear and experience anxiety while letting their young children use the internet unsupervised. From social media platforms to online gaming, children interact with others via chat features or get exposed to content unsuitable for their age.",https://www.youtube.com/watch?v=OiEu66LCLgo,OiEu66LCLgo,0.82,37,37 views,0,20.6K subscribers,3 years ago,0:49,,,IndiaAI,False,"Most parents fear and experience anxiety while letting their young children use the internet unsupervised. From social media platforms to online gaming, children interact with others via chat features or get exposed to c..."
2022-07-18,"Jul 18, 2022",Rudra,IndiaAI,Rudra is India's first-ever indigenous server. This fantastic innovation can be used to manufacture classical standalone commercial servers and as building blocks for large supercomputing systems.,https://www.youtube.com/watch?v=_BPX47paVKA,_BPX47paVKA,0.87,114,114 views,1,20.6K subscribers,3 years ago,0:52,,,IndiaAI,False,Rudra is India's first-ever indigenous server. This fantastic innovation can be used to manufacture classical standalone commercial servers and as building blocks for large supercomputing systems.
2022-07-18,"Jul 18, 2022",Miko,IndiaAI,"Miko is an AI-powered intelligent robot that uses playful, conversational learning to educate, engage and entertain kids aged 5-10 years. It has an adaptive personality, dozens of emotions, and millions of topics and themes to learn from.",https://www.youtube.com/watch?v=U5fquBoC93U,U5fquBoC93U,0.88,19,19 views,2,20.6K subscribers,3 years ago,0:53,,,IndiaAI,False,"Miko is an AI-powered intelligent robot that uses playful, conversational learning to educate, engage and entertain kids aged 5-10 years. It has an adaptive personality, dozens of emotions, and millions of topics and the..."
2022-07-18,"Jul 18, 2022",SEGROV Drone,IndiaAI,"SEGROV Drone is an underwater drone for surveillance, navigation, and inspection. This is highly maneuverable and operated by a pilot on board a vessel, the floating platform on proximate land.",https://www.youtube.com/watch?v=7YDa523t8_M,7YDa523t8_M,0.65,25,25 views,0,20.6K subscribers,3 years ago,0:39,,,IndiaAI,False,"SEGROV Drone is an underwater drone for surveillance, navigation, and inspection. This is highly maneuverable and operated by a pilot on board a vessel, the floating platform on proximate land. It carries multiple payloa..."
2022-07-18,"Jul 18, 2022",Sequretek,IndiaAI,"Sequretek is a cybersecurity firm that offers end-to-end security in the areas of enterprise threat monitoring, incident response (Percept XDR), device security (Percept EDR), identity & access governance (Percept IGA) through their own AI-driven Percept Cloud Security Platform (PCSP).",https://www.youtube.com/watch?v=rIRa3vHwDTg,rIRa3vHwDTg,0.82,36,36 views,0,20.6K subscribers,3 years ago,0:49,,,IndiaAI,False,"Sequretek is a cybersecurity firm that offers end-to-end security in the areas of enterprise threat monitoring, incident response (Percept XDR), device security (Percept EDR), identity & access governance (Percept IGA) t..."
2022-07-15,"Jul 15, 2022",AIGROEDGE Technologies,IndiaAI,"AIGROEDGE Technologies is a deep tech startup started by a team of engineers, researchers, and entrepreneurs developing edge IoT sensory and artificial intelligence-powered digital solutions for the specialized agriculture markets.",https://www.youtube.com/watch?v=JK1XSEJxu8A,JK1XSEJxu8A,1.18,70,70 views,0,20.6K subscribers,3 years ago,1:11,,,IndiaAI,False,"AIGROEDGE Technologies is a deep tech startup started by a team of engineers, researchers, and entrepreneurs developing edge IoT sensory and artificial intelligence-powered digital solutions for the specialized agricultu..."
2022-07-14,"Jul 14, 2022",Skylark,IndiaAI,Digital Media Week 2022 has piqued the curiosity of thousands of visitors. It showcased the latest innovations and new technologies from the emerging tech pavilions.,https://www.youtube.com/watch?v=nwy59HgECL8,nwy59HgECL8,0.82,38,38 views,2,20.6K subscribers,3 years ago,0:49,,,IndiaAI,False,Digital Media Week 2022 has piqued the curiosity of thousands of visitors. It showcased the latest innovations and new technologies from the emerging tech pavilions. Skylark develops AI-powered security products that bui...
2022-06-27,"Jun 27, 2022",Here is how you can stand out in a job market dominated by AI,IndiaAI,"Due to increased AI screening for jobs, the real challenge is in front of job seekers. Similar to conventional days, they might not be able to convince the hirers about their talents and skills.",https://www.youtube.com/watch?v=WLZI8JFczAo,WLZI8JFczAo,0.95,28,28 views,0,20.6K subscribers,3 years ago,0:57,,,IndiaAI,False,"Due to increased AI screening for jobs, the real challenge is in front of job seekers. Similar to conventional days, they might not be able to convince the hirers about their talents and skills."
